idimovel,localizacao,proprietario,preco_compra,preco_aluguel
21947,"Morro Allana da Rocha
Jardim Do Vale
86627-449 da Paz do Campo / PA",Sophie Pacheco,574694,2279
16082,"Vale Natália Mendes, 5
Itaipu
15920-141 Andrade / TO",Davi Lucas Martins,368537,4628
30292,"Campo Carvalho, 6
Aparecida 7ª Seção
39001278 Pastor da Praia / AP",Pedro Farias,169956,1760
57881,"Vila Caldeira, 79
Santa Isabel
64132-613 da Luz / SP",Yuri Fonseca,204007,1003
75008,"Praça de Nogueira, 708
Santa Margarida
70792024 Vasconcelos de Sampaio / RR",Lavínia das Neves,94542,1738
13752,"Recanto Peixoto, 26
Vila Fumec
28498-299 Porto / PI",Srta. Manuela Barbosa,994864,1799
83708,"Ladeira de Alves, 10
Barão Homem De Melo 3ª Seção
33443-064 Barbosa de Porto / MS",Pedro Lucas Ferreira,576482,3594
32560,"Fazenda de Pastor, 55
Vila Novo São Lucas
51546131 Carvalho / MS",Henry Aragão,87122,3247
10564,"Condomínio Rezende, 53
Caetano Furquim
21884637 Santos Grande / PR",Kaique Vasconcelos,362526,3847
33694,"Distrito Diego da Costa, 32
Santo André
10804-331 da Conceição Alegre / MS",Júlia Duarte,323041,1967
15505,"Largo Heloisa Araújo, 81
Vila Ecológica
06611-378 Novais / ES",Henry Gabriel Novaes,913430,4572
47168,"Esplanada Henry Moreira, 5
Vila Nova Gameleira 1ª Seção
18613699 Vieira / SP",Brayan Fernandes,871203,1822
22727,"Travessa Diego Aparecida, 8
Estrela
69670-720 Sousa / MA",Arthur Rodrigues,590550,3809
74836,"Rodovia Rodrigues, 62
Vila Real 2ª Seção
56806-266 Garcia de da Cruz / MT",Mariana Dias,818567,4317
53840,"Estação de Mendonça, 959
Vitoria
36906-402 Fernandes / RO",Maria Júlia Silveira,705783,2082
54164,"Ladeira Jesus, 41
Vila Satélite
79261-268 Lima do Galho / RS",Maysa Silveira,787731,2902
56442,"Estrada de Moreira, 22
Jardim Leblon
06184038 Macedo da Prata / DF",Dr. Theo Vargas,749851,2286
41381,"Núcleo Luiz Gustavo Ribeiro, 2
Estoril
87878-590 Casa Grande / BA",Isis Novais,998801,2701
49154,"Condomínio de Fernandes
Camargos
52963-804 Jesus / RS",Yan Silveira,475370,2406
74658,"Praça de Lopes, 16
Santa Maria
91926236 das Neves da Praia / PR",Sra. Lorena Costa,80249,1150
58851,"Avenida de Fernandes, 37
Nova Granada
23817268 Rocha da Mata / MG",Anthony Gabriel Carvalho,288390,2360
39137,"Condomínio Vieira
Buritis
37027787 Gonçalves Paulista / MS",Raquel Dias,930106,2208
96466,"Alameda Peixoto, 737
Ermelinda
04009919 Ribeiro Grande / RR",Manuella Sousa,316137,3673
12077,"Área Heloísa Santos, 83
Carmo
00424-430 Fonseca / PA",Levi Lopes,59131,3199
58033,"Condomínio Bella Mendes, 31
Vila Satélite
90288184 Barbosa / PA",Maitê Vieira,502365,3839
81523,"Travessa Amanda Fonseca, 76
Conjunto Califórnia I
08217-670 Lima / RS",Ana Beatriz Souza,704687,4588
99124,"Loteamento Oliveira, 75
Castelo
27054932 da Paz Alegre / AL",Dra. Alexia Fernandes,970704,790
28062,"Trevo da Mata, 9
Esplanada
51810023 Monteiro / PI",Aylla Cunha,878612,3545
47362,"Favela de Silva, 511
Colégio Batista
68190-735 Gonçalves dos Dourados / DF",Vinícius Brito,782202,3545
53977,"Quadra de Martins, 21
Baleia
07218081 da Rocha / AL",Emilly Machado,732153,2277
97232,"Viaduto da Paz, 2
Mala E Cuia
00914-396 Siqueira / MA",Eloah Andrade,115115,2376
47406,"Sítio Zoe da Cunha, 273
Ambrosina
83397-919 Melo de Souza / AL",Milena Almeida,978965,2235
16569,"Rodovia de Cavalcante
Vila Aeroporto Jaraguá
62624793 Pires Verde / AM",Maria Julia da Mota,57484,2138
81451,"Viela Nathan Siqueira, 27
Bernadete
16237-662 Abreu / AC",Lucas Gabriel Duarte,771053,3151
10493,"Passarela de Guerra, 14
Goiania
92553969 Pereira de Guerra / PI",Benjamim Barbosa,164339,3175
9240,"Estação Ravi Brito
Marilandia
58677069 Pacheco dos Dourados / RR",Joana Nascimento,124902,4345
77369,"Residencial Maria Liz Machado, 3
Novo Glória
71665-197 Ramos / MT",Ana Liz Ferreira,602538,1112
93890,"Fazenda Valentim Cunha, 66
Garças
84531-039 Ferreira de Pires / RN",Ana Cardoso,340013,4025
72891,"Favela da Cruz, 55
Pirineus
99419315 Martins / MG",Ryan Souza,298136,1783
22764,"Quadra Fernandes, 85
Santa Cecilia
48147-980 Duarte das Flores / SE",Luan da Mata,254925,2961
58559,"Colônia de Borges, 73
Beija Flor
95495-637 Abreu / RS",Dr. Rhavi da Rosa,101436,624
26475,"Praia de Correia, 41
Anchieta
54109920 Santos das Flores / MS",Camila Teixeira,548564,2678
10037,"Rodovia Emanuel Gomes, 3
Conjunto Minas Caixa
07710-935 da Luz Alegre / MS",Srta. Stella Barros,176780,2683
65094,"Ladeira Vitor Hugo Cirino, 43
São Pedro
25927056 Pereira Alegre / GO",Luiza Lopes,589851,2579
66517,"Conjunto Cauê Pimenta, 2
Taquaril
02435827 Jesus de Cavalcanti / AL",Sra. Maysa das Neves,504172,2200
98863,"Praia de Novais
Santa Branca
68518698 da Cunha das Flores / AL",Srta. Camila Farias,927264,4918
3287,"Distrito Freitas, 99
Tres Marias
30416-748 Viana de Nunes / PB",Vitor Rocha,857265,542
63613,"Vereda Silva, 186
Dona Clara
67347058 Casa Grande de da Cruz / DF",Clara Pereira,580714,3185
36978,"Viela Peixoto, 59
Jaqueline
15128-506 da Cruz de Montenegro / PI",Enzo Gabriel Brito,595571,1693
17064,"Vila João Guilherme Silva, 328
Minas Brasil
48359948 Pinto de Farias / PE",Isabel da Conceição,939823,2459
85205,"Rua de das Neves, 1
Minas Caixa
93549923 Sales / PA",Elisa Costa,924241,3572
48686,"Estação de Camargo, 31
Vila Piratininga
91563-999 Sousa / PR",Sr. Alexandre da Luz,148682,4421
21555,"Distrito Azevedo, 80
Castanheira
92945570 Ramos de Leão / SE",Sr. Anthony Gabriel da Cruz,266682,4464
88950,"Praça Oliver Rios, 77
Lorena
99795-405 da Rocha / MA",Srta. Cecilia Porto,401059,3038
80021,"Núcleo de Mendonça, 37
Guaratã
74839-875 Cassiano / PI",Emilly Pacheco,681303,1742
69669,"Trevo Davi Andrade, 90
Vila Jardim Alvorada
31184-790 Câmara / TO",Liz Pinto,863247,1120
13947,"Jardim Alexia da Conceição
Vila Nova Paraíso
44801834 Fogaça de das Neves / RN",Sophie da Paz,374604,3902
21826,"Jardim Aragão, 5
Túnel De Ibirité
97371791 Novais / RJ",Natália Garcia,710294,4052
78091,"Estrada Sales, 269
Conjunto Capitão Eduardo
50655-838 Porto da Prata / AL",João Guilherme Andrade,382972,4995
25432,"Setor Ana Júlia Machado, 51
Maria Virgínia
86495-307 Andrade da Serra / RR",Davi Lucas Souza,221505,3927
68174,"Via Andrade, 9
Colégio Batista
21657428 Cavalcante Grande / RN",Sra. Emanuelly Siqueira,415747,576
79714,"Vila de Monteiro, 34
Ermelinda
47974-839 Pereira / RO",Rhavi Melo,445035,3083
29787,"Campo de Ribeiro, 88
Etelvina Carneiro
86656786 Borges de Costa / PR",João Guilherme da Conceição,292471,4054
51574,"Ladeira de Aparecida, 14
Diamante
95279607 Peixoto / AM",Cecilia Nogueira,571827,3118
67468,"Feira Letícia Azevedo, 45
Santo Antônio
53210-850 Ferreira / DF",Rodrigo da Costa,369370,3745
35001,"Sítio Benjamim Fernandes
Vila Santo Antônio Barroquinha
59122-026 Rocha / RN",Matteo Sousa,420225,1092
9074,"Via de Albuquerque
Bom Jesus
59207-423 Mendes Verde / RS",Breno Pereira,386744,4194
51786,"Lagoa de da Cunha, 78
Vila Nova Gameleira 1ª Seção
32581555 Souza / AM",Srta. Ana Liz Barros,62971,2285
35774,"Sítio Moraes, 59
Buritis
62673-599 Alves / DF",Alícia Ramos,661972,2694
22961,"Área Pimenta, 91
Vila Mantiqueira
06704-095 Pinto de Ramos / RS",Gabriela Santos,654237,4223
74099,"Morro Gonçalves, 5
Das Industrias I
09314354 Viana / CE",Giovanna Santos,951386,1870
67795,"Passarela de Leão, 589
Milionario
71524-600 Castro / BA",Augusto Jesus,746343,4746
90646,"Área Amanda Viana, 176
Sagrada Família
13130446 Martins Verde / BA",Sophie da Mota,176371,1026
99274,"Estação Anthony Porto, 7
Universo
44819501 Fonseca / SC",Amanda Rocha,431942,3634
95860,"Lagoa da Costa, 23
Maravilha
87614776 Fonseca de da Paz / RS",Léo Abreu,927336,1196
84892,"Aeroporto Nathan Mendonça, 6
Madri
52752-177 Campos de Lima / PA",Catarina Sá,599112,4428
49002,"Residencial de Rezende, 1
Renascença
14062149 da Cruz / PB",João Vitor Cavalcanti,925211,4019
3908,"Ladeira Aparecida, 902
Sport Club
64596-988 da Conceição de Azevedo / RR",Larissa Moraes,186775,744
28413,"Avenida de Andrade, 3
Delta
10262153 Caldeira / PR",Cauê Campos,827425,2109
167,"Conjunto de Araújo, 2
Conjunto Jardim Filadélfia
46540741 Pastor dos Dourados / BA",Otávio da Mata,179393,3958
78960,"Pátio Sabrina da Mota, 483
Braúnas
64708852 Sampaio da Mata / AM",Enzo Gabriel Fonseca,257749,1953
30294,"Trecho de da Paz
Monte Azul
85144-998 Costela Alegre / DF",Sr. Henry Cunha,59932,4980
79141,"Rodovia Andrade
Barroca
35191-426 Barbosa / RS",Apollo Freitas,934428,1009
15725,"Praça Rezende, 93
Xangri-Lá
53007-969 Siqueira do Oeste / BA",Sra. Emanuella Peixoto,142491,3557
85251,"Feira Letícia Vieira, 96
Novo Ouro Preto
86361973 Moreira / SC",Luna Barbosa,857195,851
55155,"Trevo Pinto, 297
Bernadete
58768-220 Duarte do Campo / SE",Sr. Dante Carvalho,684239,1078
51775,"Lago Ana Carolina Souza
Cidade Nova
34425204 Leão do Sul / GO",Lavínia Viana,534129,4551
51330,"Núcleo Vasconcelos
Copacabana
23320-637 Duarte / CE",Melissa Nogueira,66862,1335
76292,"Estrada de Sousa, 61
Vila Puc
83686-354 Novais / PA",Luiza da Luz,744457,739
73035,"Lago de Campos, 166
Rio Branco
43825907 Sampaio / SE",Isaque Freitas,952785,3852
85664,"Rodovia de Cavalcante, 39
Santa Rita De Cássia
47354-108 da Mota / CE",Luísa Lima,291078,4177
95714,"Favela Vieira, 68
Vila São Paulo
45378-743 Pastor da Praia / SC",Bianca da Mota,686976,3980
65713,"Fazenda Bernardo Vieira, 1
Taquaril
03570-157 Sampaio de da Rosa / PB",Mateus Cardoso,369306,3267
33982,"Núcleo Clara Macedo, 18
Novo Santa Cecilia
45710560 da Rosa do Galho / PB",Sabrina Rios,615820,1877
9238,"Trecho Sampaio
Biquinhas
03476482 Aragão / TO",Bruno Farias,475976,3390
99258,"Jardim Pacheco, 52
Vila Real 1ª Seção
55757702 Alves de da Luz / MS",Otto da Conceição,961828,4615
96177,"Travessa Nogueira
Lorena
03573206 Lima do Campo / MT",Ester Alves,353363,3330
70788,"Condomínio Maria Eduarda Fonseca, 88
Mariano De Abreu
31277628 Brito / TO",Oliver Caldeira,239517,1813
22357,"Praia Yago Silveira, 93
Novo Tupi
25069-815 Leão / MS",Valentina da Rosa,86530,4111
30773,"Residencial de Freitas, 80
São Cristóvão
45604882 Camargo / ES",Enzo Nunes,833605,3648
31289,"Lagoa Correia, 6
Vila Da Luz
58345093 Peixoto das Pedras / PI",Ana Lívia Vasconcelos,588804,4052
56863,"Viela de Correia, 98
Guarani
08264368 Novaes / CE",Rael Cavalcanti,608049,2579
21480,"Travessa de Sá, 45
Monte São José
31561-744 Campos / RS",Pedro Freitas,475216,987
15765,"Vale Alana Fernandes
Heliopolis
28554-231 da Paz das Flores / AC",Maria Luísa Novais,210947,546
4620,"Vereda de Caldeira, 518
Pongelupe
25316-222 Sousa / AC",Lucas Gabriel Santos,985064,4633
67659,"Parque Diogo Macedo, 997
Vila Vista Alegre
95723095 Alves / BA",Raquel Rodrigues,985064,4943
99174,"Trecho Ferreira, 71
Vila Ecológica
47852360 da Conceição / MA",Yan Ramos,161502,1270
53433,"Pátio de Correia, 14
Minaslandia
73807650 Almeida / PB",Ana Liz Novaes,559134,3283
60576,"Campo da Mota, 73
Vila Jardim Leblon
24769-233 Almeida dos Dourados / MA",Sr. Leonardo da Luz,805185,3907
7304,"Área Thales Fonseca
Vila Nossa Senhora Do Rosário
13861765 Rocha / MA",Dr. Nicolas da Costa,650042,3283
46663,"Condomínio Rebeca Gonçalves, 144
Conjunto Jardim Filadélfia
21903968 Araújo / MS",Evelyn da Rosa,310079,1053
94567,"Estrada Vargas, 6
Conjunto Celso Machado
40061937 Porto / PR",Dr. Ryan Alves,973924,993
70383,"Jardim Rodrigo da Rocha, 71
Santa Rita De Cássia
97024-368 Câmara de Mendes / MT",Kaique Fonseca,702784,4759
87549,"Sítio Cassiano, 12
Coração De Jesus
07576035 Vieira do Sul / BA",Enrico Viana,886886,4330
79680,"Colônia Aragão, 36
Campo Alegre
91392-722 Mendes / RS",Luan da Rosa,730073,1976
10604,"Setor de Teixeira
Vila Sumaré
89241951 Guerra / MA",Ayla Vargas,574934,4281
90176,"Conjunto de Pires, 6
Manacas
75426911 Dias de Ribeiro / DF",Dr. Enzo Alves,258184,2337
78638,"Vila Cavalcanti, 15
Ermelinda
48531322 Pereira / AL",Daniela Vieira,548917,3765
39851,"Viela Maria Isis Novaes, 70
Madri
53325-044 Moreira / PR",Sra. Zoe Leão,724216,1731
75147,"Loteamento Fernandes, 75
Vila Santo Antônio Barroquinha
06000-325 Lima / DF",Otávio Rezende,570956,4767
54232,"Recanto Cecilia Viana, 8
Serrano
93721-873 da Mota do Amparo / RN",Maitê Araújo,206726,4062
5720,"Vale Pacheco, 53
Nova Cintra
47631273 Ferreira / SE",Dra. Daniela Lima,994168,3741
85999,"Área Noah da Rosa, 88
Mangabeiras
23380-102 da Mota / CE",Pedro Henrique Casa Grande,537727,4197
34602,"Alameda Kevin Pires, 34
Suzana
17994-186 Camargo das Pedras / AL",Levi Moraes,298667,2624
35355,"Passarela de Peixoto, 45
Jardim Atlântico
78978469 Oliveira Alegre / AM",Sra. Marcela Fernandes,497395,3125
3198,"Condomínio de Farias
Horto Florestal
69819195 Viana do Oeste / DF",Mirella Melo,705300,2330
90118,"Condomínio de Cardoso, 79
Embaúbas
89570-710 da Conceição de Novaes / RS",Gabriela Guerra,325327,1181
39294,"Jardim Vargas, 196
Manacas
41027856 da Luz dos Dourados / PI",Laura Carvalho,409275,1533
86589,"Viaduto Caio Pastor, 73
Vila Santo Antônio
11291518 Mendes / TO",Bruno Montenegro,379537,3478
55204,"Viaduto Ferreira, 750
Vila Rica
52164-500 Montenegro / MT",Luísa Rios,520717,3482
53933,"Jardim Brito, 13
Solar Do Barreiro
92426423 Azevedo / MS",Kamilly Alves,511123,541
73887,"Sítio de Fogaça, 42
São José
41868-420 Pires / RS",Sra. Maria Helena Mendonça,549802,2555
67506,"Favela de Pimenta
Vila Aeroporto Jaraguá
18731301 Siqueira do Sul / RR",Mirella Jesus,615093,1007
44767,"Passarela Mendonça, 329
Vila Cloris
97770913 Sá / BA",Marcos Vinicius Abreu,626900,1999
22129,"Trevo Arthur Rezende, 27
Vila São Rafael
04316969 Martins / RS",Isaac Novais,791917,1522
65636,"Fazenda Pereira
Estrela
59826-890 Cardoso dos Dourados / RJ",Aylla Moreira,479315,2967
4803,"Estrada Matheus Montenegro, 16
Itapoa
59565-819 Macedo da Prata / PA",Otto das Neves,356544,4175
86903,"Estrada de Nunes, 1
Vista Alegre
83786603 Novais do Campo / BA",Ana Julia Moraes,184248,3819
92824,"Rodovia Igor Vasconcelos, 94
Vila Sesc
16518913 Ferreira / MA",Rodrigo Garcia,814602,2732
93603,"Rua Maria Clara da Conceição, 3
Vila Nova Gameleira 1ª Seção
10367-369 Brito / PR",Mathias Cassiano,824102,3216
12198,"Estrada Farias, 50
Funcionários
81151128 Rocha / RJ",Giovanna Rezende,544859,2879
90778,"Viela Maria Isis Fernandes, 89
Acaiaca
46571100 Sampaio de Goiás / SE",Zoe Araújo,654947,4365
81995,"Distrito de Cirino, 66
Jaraguá
07960-328 da Cunha Verde / MS",Dr. Heitor Pimenta,265220,2068
80374,"Vereda Maria Isis Rios, 52
Conjunto Jatoba
71557-469 das Neves Alegre / SC",Thomas Novais,600813,2216
78499,"Estrada Francisco Fogaça, 8
Novo Glória
15168-904 Duarte / MA",Ágatha Cavalcante,916466,4188
92421,"Via de Novaes, 17
Jardim Dos Comerciarios
65259213 Freitas / PE",Liz Moura,342047,4740
67507,"Via Isabela Silva
Vila Barragem Santa Lúcia
28032149 Andrade do Oeste / DF",Manuella Câmara,987266,970
69873,"Loteamento de Cavalcante
Maravilha
91949-838 Cirino / BA",Milena Fogaça,972978,2089
62233,"Travessa de Camargo, 33
Vila Barragem Santa Lúcia
34097853 Moreira / RJ",Sr. Yuri Porto,201105,2329
9105,"Parque Miguel Machado
Vila Rica
96503715 Pires / MS",Arthur Miguel Ferreira,994261,3077
63242,"Colônia de da Mota
Dom Bosco
28651-592 Barbosa / BA",Alexia Pimenta,569582,3487
73786,"Favela da Rocha, 49
Savassi
06822100 Câmara / PR",Bento Monteiro,773972,2255
28457,"Lago de Silva
Grota
29182348 Martins do Norte / MS",Thomas Souza,346984,565
87788,"Avenida Casa Grande, 655
Vila Jardim São José
56330079 Novais / MG",Raquel Cirino,127979,4463
30020,"Lago Sofia Cassiano, 92
Glória
69771292 da Costa de Cavalcanti / AL",Augusto Nascimento,382980,4408
59132,"Jardim Rocha, 1
Vila São Rafael
81367-166 Fernandes / BA",Lunna Cavalcante,777412,4569
91953,"Sítio Melo, 351
Suzana
22770987 Guerra / RJ",Bernardo Nunes,629210,2916
53185,"Esplanada Luiza Dias, 31
Vila Minaslandia
95876615 Almeida de Goiás / TO",Thiago Nogueira,886489,2033
76149,"Ladeira de Souza, 3
Santa Sofia
46150-165 da Costa / AM",Dra. Ana Clara Monteiro,511798,1152
63930,"Condomínio Caldeira, 4
Lagoinha
40274-285 Cavalcanti / MS",Eloah Aragão,222600,3713
12325,"Largo de Rocha
Candelaria
38361575 Borges de Monteiro / ES",Maria Cecília Monteiro,70307,2589
75316,"Campo de Rodrigues, 48
São José
86361462 Dias / TO",Dra. Lorena Gomes,443628,1940
16933,"Aeroporto de Barros, 357
Marieta 3ª Seção
20068-171 Ferreira de Santos / ES",Liz Dias,987026,2743
57171,"Vale de Vieira, 76
Vila Cloris
07033-535 Cassiano do Oeste / AL",Dr. Rael Rocha,961490,2542
3210,"Estação Heloísa da Conceição, 39
Conjunto Minas Caixa
02403-842 Novais do Norte / SC",Noah Aparecida,504647,2926
40906,"Praça Yasmin Borges, 9
Havaí
68444-906 Lima Grande / DF",Sra. Juliana Freitas,883663,3397
23263,"Condomínio Lorena da Mota, 5
Marmiteiros
20256652 Albuquerque do Sul / CE",Ana Luiza Nogueira,688480,1060
96043,"Condomínio Oliveira, 65
Vila Engenho Nogueira
43781216 Barros / BA",Dr. Vitor Gabriel Pacheco,158895,1725
95296,"Setor Fogaça
Apolonia
27083-091 Correia / RS",Ayla Costa,530765,942
58567,"Pátio de Martins
Cenaculo
15634-288 da Rocha de Minas / RJ",Vitor Souza,378606,1259
10220,"Lago Santos, 23
Beira Linha
48204816 Câmara / RJ",João Felipe Gomes,353901,2234
67800,"Travessa de Aragão, 8
Mangueiras
64946621 Novaes / RN",Srta. Aurora Aragão,455119,1403
65818,"Estrada Rafaela Montenegro, 62
Distrito Industrial Do Jatoba
08534-642 Aragão de das Neves / AM",Maria Isis Nogueira,598769,3869
29229,"Morro de Marques, 89
Ambrosina
40360758 Souza / RN",Sra. Ana Luiza Martins,345331,4321
45800,"Aeroporto Costela, 56
Vila Independencia 1ª Seção
88250314 Montenegro / MS",Liam Marques,144169,946
42904,"Estrada Ágatha Aparecida, 90
Ouro Minas
04474-843 Dias do Campo / SP",Rhavi da Mata,151912,1745
53076,"Sítio Allana da Cunha, 4
Vila Puc
53882468 Pinto / CE",Dra. Bianca Aparecida,337191,1053
97949,"Aeroporto de Siqueira, 680
Horto
84189-095 Alves / AC",Maria Eduarda Moura,582014,671
17165,"Campo de Abreu, 8
Conjunto Celso Machado
90131623 Cunha Verde / BA",Luiz Henrique Cavalcanti,971245,3866
69434,"Viaduto de Sá, 61
Dona Clara
32434630 Rocha Alegre / MT",João Miguel Casa Grande,71764,2785
12787,"Ladeira Câmara
Santo Antônio
75238-642 Fernandes de Vasconcelos / RO",Pedro Miguel da Rocha,186238,4500
56092,"Loteamento Pires, 668
Dona Clara
69334003 da Mota de Goiás / RO",Ayla Cirino,383443,2446
76554,"Praia Lavínia Almeida, 73
Paraíso
96768-546 Macedo Alegre / PI",Lucas Abreu,819732,4454
79187,"Distrito Alves, 80
Prado
26200505 da Cruz de Farias / MG",Luigi Costela,976907,2763
1236,"Lagoa Cecilia Melo, 124
Céu Azul
87849-403 Cavalcante de Sales / ES",Maysa Castro,894643,1579
49312,"Aeroporto Cecilia Viana
Vila Santa Monica 1ª Seção
97371923 Pacheco / AM",Enzo Gabriel da Rocha,436907,2540
24082,"Lagoa de Macedo
Paraíso
98531-389 Aragão de Correia / SE",Daniel Silveira,682594,3548
41632,"Trevo Cassiano, 30
Campo Alegre
30238-679 Rezende / RJ",João da Cruz,428830,2187
53742,"Chácara Vargas, 22
Saudade
72732258 Barbosa da Praia / AM",Agatha da Mota,427074,3650
35216,"Loteamento Enzo Carvalho, 36
Havaí
37262-965 Oliveira / ES",Larissa Gomes,631852,3454
58723,"Estação Cardoso, 6
Campo Alegre
40700-546 Casa Grande / RS",Valentim Rodrigues,370026,3103
32612,"Trecho Yasmin Cardoso, 149
Vila Sesc
66224-619 Lopes / PB",Guilherme Sampaio,646389,4405
6458,"Núcleo Ana Laura Lima, 49
Vila São Francisco
44171-700 Sá das Flores / MA",Caleb Siqueira,725655,985
47590,"Viela Novaes, 69
Vila Calafate
62715-566 Correia / PA",Ana Porto,884923,4183
62468,"Trevo de Câmara, 62
Conjunto Jardim Filadélfia
13836-507 Albuquerque Alegre / SP",Brayan Pimenta,337950,2684
93231,"Aeroporto Benicio Moreira, 16
Conjunto Bonsucesso
26600-106 da Cunha do Campo / RS",Ravi da Mata,392380,4007
88754,"Sítio Castro, 868
Beija Flor
93601581 Cunha Paulista / RN",Pedro Campos,483508,4829
81091,"Sítio Isis da Rocha, 86
Vila Cloris
86432-543 Gonçalves / PI",Antônio Andrade,150590,2683
82295,"Praça de Pastor, 61
Acaiaca
53408-165 Gonçalves / RR",Juan Teixeira,552662,1164
96934,"Praia de Freitas, 19
Vila São Francisco
09806171 Cassiano das Flores / RS",André Cavalcanti,789758,1382
58106,"Campo Lucas Cassiano, 12
Dom Bosco
89133-197 Cunha de Rodrigues / PA",Cauã Cardoso,628513,3427
50724,"Chácara Samuel Albuquerque, 16
Conjunto Jardim Filadélfia
52641-258 Pereira / ES",Sra. Caroline Cardoso,236406,3234
18459,"Distrito Maysa Marques, 8
Jonas Veiga
29567-323 Moraes do Amparo / AP",Júlia Ferreira,826552,4228
38624,"Vale Montenegro, 406
Nossa Senhora De Fátima
13451-544 Casa Grande / GO",Camila Pacheco,197454,2315
17524,"Esplanada Brito
Confisco
53830925 Viana de Aparecida / GO",Melina Rios,324283,4739
