idpessoas,nome,cpf,data_nascimento,endereco,telefone,sexo
61824,Antony Barbosa,695.128.307-95,2001-02-05,"Parque Souza, 89",0500 890 0391,M
1630,Pietro Vasconcelos,943.125.086-15,2020-07-06,"Rua Cirino, 27",(084) 6040 0698,F
63638,Vinicius Cavalcanti,283.140.965-98,1959-05-07,"Parque Renan Ferreira, 16",+55 84 9112-0007,M
28172,Raul Brito,018.326.749-40,1967-06-15,"Colônia Machado, 48",+55 41 7718-0792,F
31496,Diego da Rocha,703.485.912-41,2000-02-11,"Praia Sales, 554",+55 84 0163 4469,M
40578,Eloá Albuquerque,967.318.204-31,1974-09-29,"Avenida da Rosa, 796",+55 31 2781-2651,M
29480,Giovanna Novaes,726.193.840-87,1994-10-15,"Estrada de Machado, 4",61 9616 0197,F
52419,Isabel Brito,910.784.235-04,1919-12-02,"Rua Mendonça, 11",(081) 0314-0703,F
56508,Antonella Macedo,280.935.617-30,1960-10-24,"Passarela da Cruz, 8",+55 41 1650-7387,F
68860,Alana Cavalcanti,704.368.159-66,2013-11-17,"Distrito de Duarte, 85",(071) 5593-6003,F
6391,Joaquim Silva,182.057.963-86,1934-01-28,Colônia José Miguel da Rocha,(031) 2431-2203,F
30444,Olívia Correia,932.647.805-00,1958-02-12,"Viaduto Benjamin Teixeira, 2",(084) 2813-7016,M
73454,Bernardo Nogueira,483.956.027-74,1990-01-09,"Vale Danilo Silva, 61",+55 61 4397 2355,F
38039,Sr. Davi Miguel Lima,478.936.015-66,2014-11-24,"Morro de Barbosa, 968",+55 81 2710 4232,M
60315,Lorena Silva,198.743.025-50,2003-03-10,"Via Guerra, 40",(011) 4105-4762,M
40282,Lucca Machado,591.063.724-06,1964-09-09,"Viaduto de Ribeiro, 81",+55 (051) 1313 6987,M
77895,Laís Peixoto,073.859.216-12,1956-03-06,"Condomínio de Fogaça, 94",51 2358 0959,F
6893,Antonella Lima,230.568.794-00,1922-02-01,Viaduto de Nogueira,81 0557-8946,F
57832,Vinícius Castro,859.372.046-38,1971-06-17,"Avenida Kevin Barros, 81",+55 84 9665-0975,F
66580,Srta. Ana Luiza Pimenta,781.309.452-23,2003-07-31,"Distrito de Lima, 359",+55 81 6820-5702,M
43075,Heloísa Sá,970.284.165-85,1919-09-27,"Fazenda de Pacheco, 96",(051) 4619 9826,F
51545,Letícia Teixeira,924.358.170-88,1961-01-06,"Via de Santos, 1",0900 492 8471,F
48473,Emilly Andrade,605.173.829-03,1924-06-03,Residencial de Peixoto,+55 21 9386-6314,F
63209,Joana Siqueira,462.078.351-07,2012-11-09,"Rua de Camargo, 10",+55 (051) 4854-7997,F
33773,Bruna Aparecida,293.870.145-41,2020-07-27,"Aeroporto Albuquerque, 66",0300 144 1408,M
38994,Hellena Garcia,095.286.713-30,1972-01-30,"Estação Helena Jesus, 20",41 0264-7909,M
52830,Emanuel Fonseca,689.501.347-48,1987-09-27,"Avenida de Aparecida, 52",+55 31 5949 0961,M
47828,Sr. Igor Borges,128.537.946-28,1990-07-03,"Loteamento de da Paz, 4",0500-675-9945,F
4339,Davi Luiz Peixoto,920.378.615-59,1989-01-19,Feira Milena Moura,11 2089 9221,F
52331,Dr. Valentim Cassiano,759.620.814-20,2005-02-20,Vale Ravi Lucca Fogaça,+55 (041) 1388 1682,F
13052,Calebe Farias,175.482.309-23,1974-12-25,"Distrito Almeida, 59",21 5399-4192,M
97470,Dr. Eduardo Cavalcante,140.875.326-07,1954-08-03,Estrada de Brito,+55 (031) 6541-1738,F
89676,Rael Rodrigues,920.356.714-34,1913-02-20,"Loteamento Lunna Novais, 1",+55 (021) 4055 7363,M
45786,Dra. Natália Caldeira,857.461.302-90,1971-03-30,"Fazenda Alexia Lima, 313",+55 11 5102-7889,M
25639,Arthur Gabriel Aparecida,190.574.863-93,1979-03-12,"Residencial Otávio Sousa, 69",+55 (031) 5436 5640,F
37502,Zoe Pastor,549.216.837-19,1969-12-07,"Praça Nogueira, 266",(041) 1875 0715,M
63613,Lívia da Cunha,189.523.740-88,2024-08-09,"Rodovia Correia, 60",11 2793 5182,M
3539,Kaique Albuquerque,698.415.203-89,2019-11-27,"Praça Fonseca, 59",(011) 4628 3641,M
3771,Fernanda Cirino,048.597.326-00,2019-07-01,"Aeroporto Carolina Pastor, 142",+55 (084) 9305 2937,M
94590,Sra. Maria Isis Vasconcelos,536.897.241-55,1970-12-03,"Jardim Clarice Jesus, 99",71 9617-6226,F
75874,João Felipe Campos,645.328.091-42,2015-02-10,"Lagoa Casa Grande, 998",+55 (084) 8257-6363,M
98740,Ana Carolina Sousa,972.083.516-86,1949-03-18,"Lagoa Erick Moreira, 18",+55 84 6514 5471,F
86185,Isadora Pereira,769.804.253-74,2024-01-03,"Pátio de Aragão, 4",+55 (051) 0457-5765,F
74175,Sra. Milena Aragão,384.716.259-46,1922-11-15,"Alameda de da Cunha, 99",+55 (061) 0774-9378,F
13169,Luna Vieira,517.390.826-21,2016-05-08,"Condomínio de Oliveira, 91",+55 21 2653-7144,F
64891,Enrico Duarte,564.019.723-43,1929-03-27,"Vereda Luana Fernandes, 42",+55 81 7882-5249,F
66740,Otávio da Costa,392.048.615-33,1998-11-29,"Sítio de Cardoso, 637",51 1152 5640,M
93036,Emilly Azevedo,071.943.652-43,1928-12-31,"Vale Pacheco, 35",+55 (084) 7769 7362,M
26841,Isabella Oliveira,896.403.172-50,1961-11-27,Distrito Jade Casa Grande,+55 (021) 9635 3708,F
23394,Brenda da Mota,045.713.892-05,1935-11-13,"Núcleo Alice Abreu, 29",84 0040-6654,F
34144,Catarina Pacheco,316.798.452-09,2012-01-29,"Via Correia, 353",0900-044-3866,M
20517,Felipe Ribeiro,562.314.078-53,1932-08-31,"Viaduto Alves, 66",0300-347-3535,F
35798,Melissa Costela,536.802.194-15,1919-06-29,"Trevo Carlos Eduardo Viana, 94",31 4984 5023,M
85255,Marina Brito,125.394.860-70,2006-09-07,"Lagoa de Pereira, 60",0900 744 0292,F
21514,Sr. Marcos Vinicius Peixoto,914.703.856-00,1996-03-22,"Sítio Silveira, 295",31 5832 2449,F
28827,Dr. Dom da Cunha,257.018.943-04,1967-01-04,"Setor de Azevedo, 43",+55 31 0225-0082,M
28398,Nicole Duarte,480.396.157-39,1952-11-19,"Via Carvalho, 38",0900-954-1771,M
35924,Luiz Henrique Castro,514.630.789-00,1985-10-28,"Travessa Pereira, 67",11 8482-4509,F
27330,Pedro Henrique Nunes,407.281.396-69,1945-01-31,"Largo de Nunes, 48",61 0174 6501,F
24735,Sr. Davi Alves,134.876.920-31,1909-07-08,"Largo Pacheco, 98",(051) 8526-5444,M
80525,Luiz Felipe Moraes,341.695.082-89,1928-11-14,"Setor Hadassa Lopes, 73",21 8911-3741,M
25621,Juan Sá,427.539.810-60,1946-10-22,Estação de Ribeiro,+55 81 6527-7988,M
34886,Ravi Lucca Rios,473.605.812-90,1909-03-05,"Área de Macedo, 58",81 6830-1181,M
78445,Maria Laura Sousa,738.014.296-87,1938-01-12,"Passarela Mateus Andrade, 86",21 3560-7017,F
11769,Joaquim Lopes,563.407.918-75,1920-11-27,"Ladeira Bryan Câmara, 53",71 9979-7557,M
27383,José Miguel Porto,637.589.420-47,1978-04-27,"Trecho Calebe Viana, 97",0500-092-3787,F
4804,Sr. Igor Cassiano,095.127.683-21,1913-04-18,"Ladeira Duarte, 4",+55 (041) 8611 3158,F
45032,Sra. Maria Isis Nascimento,975.642.308-00,2011-07-19,"Distrito de Pereira, 79",21 3583-1570,F
75861,Davi Miguel Machado,391.075.468-66,1964-07-13,Sítio de Duarte,41 1161-8359,M
18743,Sr. Rael Vieira,619.573.842-55,1966-03-04,"Praça Leonardo Monteiro, 96",(031) 9022-1445,M
72285,Sra. Maria Luísa Melo,164.807.395-66,1940-01-16,"Vereda de Ramos, 768",+55 81 8623 6342,F
93936,Zoe Cavalcante,946.271.805-94,2000-10-24,"Lagoa Dias, 96",51 4163 5643,M
90813,Amanda da Costa,091.632.587-30,1917-01-29,"Estrada Pinto, 942",(084) 6467-1859,F
52756,Sr. Luiz Felipe Duarte,497.251.608-94,1932-05-25,Favela de Nunes,+55 (011) 6003-9105,F
85518,Manuela Machado,968.345.270-10,2002-07-20,"Feira de Ferreira, 38",31 3867-0231,M
96918,Ana Julia Novais,790.365.418-75,1978-05-11,"Núcleo Abreu, 5",0800 459 1331,F
74230,Olívia Gomes,897.305.624-74,1939-11-27,"Residencial de Garcia, 814",21 4545-2772,M
90742,Bernardo Machado,897.130.625-40,1951-06-11,"Conjunto Oliveira, 182",61 3483-8353,F
44542,Sr. João Miguel Mendes,480.657.192-01,1927-10-13,"Praça Pastor, 28",(031) 6210 0722,M
10371,Maria Helena Guerra,296.301.587-95,1949-03-05,"Praia de Azevedo, 169",84 0339-1495,F
52890,Sr. Otto da Cunha,705.169.823-03,1960-03-22,"Parque de Cirino, 523",+55 84 7363 2912,M
49947,Sr. Rafael Brito,719.624.530-06,1981-03-11,Condomínio Pires,+55 (041) 9108 3007,M
92354,Vinícius Sampaio,741.589.326-37,1953-06-19,Colônia Pimenta,+55 61 9545 2596,M
42643,Caleb da Rocha,279.540.318-88,1972-04-17,Residencial Gonçalves,+55 (061) 8816-0258,M
96635,Heitor Lopes,935.128.046-24,1943-09-08,"Chácara Ferreira, 843",71 8285-0814,M
14761,Srta. Sophia Oliveira,963.285.047-56,1950-05-29,"Colônia Fernandes, 58",31 3739-2434,M
44171,Camila Freitas,678.940.213-69,1941-11-09,"Quadra de Viana, 17",71 2290-1617,M
35195,Maria Isis Pinto,165.284.709-01,1973-04-18,"Pátio de Almeida, 26",(061) 1946 3938,F
55410,Benicio da Rocha,063.942.751-07,2011-12-01,"Largo de Casa Grande, 153",+55 81 2085 3017,F
68225,Ana Liz Montenegro,765.243.901-99,2008-09-15,"Recanto Gael Henrique Camargo, 71",31 1511 6561,M
76952,Emilly Novaes,624.918.073-78,1914-04-06,"Campo Sarah Pastor, 84",(021) 1613-9719,F
68216,João Rezende,730.425.891-88,1958-02-02,"Área da Conceição, 32",+55 (061) 2556-7924,F
31276,Dr. Noah Jesus,942.150.863-70,2018-10-13,"Travessa Ana Liz Garcia, 22",41 8601 8323,M
58624,Isis Guerra,745.681.093-10,1920-06-25,"Parque Fogaça, 38",+55 51 1724 6887,M
70986,Sra. Kamilly Almeida,642.975.831-19,1932-01-03,"Pátio de Dias, 606",+55 (061) 2373-3808,F
64643,Dr. Pedro Duarte,192.503.846-70,1931-10-10,"Condomínio Monteiro, 89",+55 51 6850 8945,M
53907,Guilherme Andrade,798.546.013-66,2008-02-14,"Quadra de Pastor, 48",+55 (041) 8468-5606,F
89314,Srta. Ana Laura Nogueira,072.941.385-32,2012-07-21,"Viela Aparecida, 48",0800 393 5657,F
93299,Ísis Cunha,827.196.053-95,1972-03-28,"Chácara Pastor, 41",31 3874-3819,F
43155,Noah da Conceição,546.970.832-29,1984-12-16,"Avenida de Souza, 83",+55 (071) 1195-9633,M
1129,Maria Eduarda Dias,841.926.503-98,2010-05-24,Viela Martins,(021) 2211-2081,F
35177,Eduarda Cavalcanti,875.061.493-20,1963-03-05,Fazenda Rebeca Montenegro,0300 210 2264,F
43784,João Pedro Correia,537.964.120-25,1999-05-02,"Morro Oliveira, 375",0300-143-1314,M
49461,Maria Liz Freitas,643.075.218-62,1971-10-03,"Condomínio de Siqueira, 1",84 3476-7700,M
23107,Mariah Santos,061.543.298-06,1918-06-25,Vereda de Sales,+55 (084) 9761-1069,F
75227,Lorena Freitas,625.193.704-16,1922-11-19,"Avenida Benjamim Rezende, 61",+55 21 4955 2378,M
69921,Bianca Gomes,493.518.670-48,1911-06-09,Quadra de Lopes,(021) 1036-4838,M
99969,Bento Peixoto,025.698.731-95,1952-03-11,"Loteamento Fonseca, 40",+55 71 2687 8654,M
45063,Sr. Emanuel Rios,602.785.914-85,1946-03-27,"Ladeira Marina Aparecida, 36",(081) 5781-9384,F
32901,Oliver Câmara,281.507.394-32,1978-09-13,Colônia Borges,+55 (021) 7270 3870,M
6296,Sr. João Felipe Camargo,238.605.917-03,1925-10-09,"Vale Vitor Gabriel Cavalcanti, 567",+55 21 4835-4757,M
52179,Dr. Benicio Moreira,304.825.196-06,1996-11-29,"Trecho de Pereira, 3",+55 (084) 7021 9024,F
31515,Isabela Monteiro,943.126.785-37,1939-10-12,"Sítio de Castro, 23",+55 (021) 9386-7381,M
20786,Brayan Martins,827.619.354-46,1928-06-11,Estrada Ferreira,+55 31 4378 8184,M
14411,Ana Lívia da Rosa,527.963.148-55,1918-09-10,"Aeroporto Cavalcante, 96",+55 11 1592-7762,M
98375,Josué Barros,158.739.402-23,1956-03-25,"Residencial Aylla da Cruz, 553",(061) 0540-1556,F
68397,Alícia da Rosa,435.701.629-07,2010-09-30,"Chácara da Cunha, 61",+55 21 5312 4614,M
64349,Gabrielly da Mota,307.815.429-79,1940-07-15,"Distrito de das Neves, 56",+55 (041) 1065-3069,F
57620,Sra. Jade da Conceição,683.124.795-46,1939-04-09,"Morro Olívia Casa Grande, 838",+55 61 2564-3157,F
38039,Sofia da Mata,254.617.089-94,2019-04-13,"Estrada Fernandes, 53",(061) 8081 1840,F
24738,José Pedro Aparecida,013.475.892-79,1932-10-12,"Estrada Lopes, 76",+55 (031) 5828-3486,M
83265,Ayla Cavalcante,579.260.381-21,1920-10-27,Setor de Sampaio,+55 31 0491-1954,F
32061,Eloá Ferreira,643.720.958-56,1936-12-15,"Sítio Viana, 8",+55 71 1768 2967,M
93090,Dr. Enzo Gabriel Oliveira,698.251.037-95,2006-02-05,"Rua Mendes, 51",(071) 4246 5448,F
77567,Heloisa Viana,932.860.417-69,1981-05-28,"Praia Nathan Novaes, 3",+55 31 7543-7224,F
90421,Ana Beatriz Santos,369.218.047-04,2015-10-05,"Quadra Gomes, 30",(041) 3865-9542,F
86350,Zoe Campos,602.753.894-56,1971-03-30,"Rua de Porto, 92",+55 (061) 6638 9063,M
64830,Mirella Borges,345.827.610-62,2012-02-17,"Trecho de Aragão, 83",(084) 6581 4637,M
667,Laís Santos,284.107.369-69,1968-02-07,"Núcleo de Silveira, 5",0900-109-8282,F
21226,Benicio Ferreira,197.482.305-97,2019-09-12,"Residencial Maria Sophia Castro, 95",41 8325 9037,F
65355,Nicole Cavalcante,063.841.597-75,2021-10-07,"Recanto Almeida, 40",21 7622-0663,M
38499,João Miguel Jesus,276.519.804-76,1942-11-17,"Condomínio Rodrigo Vieira, 70",(071) 3024 4839,F
88733,Letícia Borges,987.514.032-50,1945-04-21,Vila Novais,21 5845-2723,M
60248,Ravi Lucca Pires,324.506.178-17,1949-12-23,"Avenida de Mendes, 66",(031) 4201-8262,F
41955,Nicole da Paz,047.269.318-22,1967-02-02,"Feira Cavalcante, 3",+55 84 7369 1865,F
67611,Nicolas Nogueira,983.417.265-64,1996-12-11,"Vila Kevin Silva, 34",+55 71 8887-4710,F
85854,Olivia Carvalho,456.871.023-53,1955-11-25,"Esplanada Sampaio, 58",31 1188 6496,M
79641,João Guilherme Gonçalves,758.912.043-04,1972-01-16,"Distrito Gabriel Vieira, 3",31 4908-4392,M
32634,Diego Cunha,692.587.304-29,1968-04-05,"Aeroporto da Cunha, 677",+55 11 0738-4188,F
18643,Brenda Ribeiro,942.371.608-31,1965-07-13,"Distrito Pereira, 87",84 8843 5695,F
69539,Elisa da Rosa,528.394.071-32,1953-03-18,"Jardim de Peixoto, 884",+55 (061) 5854 4417,M
79717,Arthur Miguel Albuquerque,650.894.132-15,1926-10-14,"Estrada Maria Cecília Martins, 85",61 4821-0531,M
75026,Evelyn Teixeira,195.437.268-09,1998-11-13,"Favela de Câmara, 31",+55 71 9608-6406,M
11038,Sr. Benjamin Garcia,984.605.731-84,1961-01-24,"Núcleo Vinícius Costa, 24",+55 61 4370 4780,F
72211,Sr. Theodoro Nunes,653.014.297-52,1931-07-24,"Distrito Campos, 65",+55 (041) 1152 5666,M
54978,Oliver Araújo,126.870.594-20,1949-01-26,"Residencial de Jesus, 23",61 6303-5761,F
75512,Clarice Cavalcante,593.107.286-12,1987-11-26,"Travessa Giovanna Cirino, 28",+55 41 6399 1759,M
95789,Diogo da Cunha,381.647.952-91,1970-05-08,"Lagoa Pedro Henrique Barbosa, 41",0500-962-4337,F
81054,Sr. Nicolas Leão,425.071.389-04,1986-09-27,Vila Cecília Brito,+55 (084) 0659 9325,F
45080,Ana Júlia Sá,024.795.183-88,1927-02-25,"Praça Machado, 23",+55 31 4018 7833,M
64942,Sara Dias,718.950.462-11,1949-09-23,"Área Machado, 5",+55 81 8787 3323,F
51438,Marcela Moura,860.375.419-57,1947-06-06,"Estrada Yago da Rocha, 12",(071) 6454-4561,F
28959,José Pedro Oliveira,320.187.954-14,2013-01-04,"Chácara Pacheco, 2",(021) 0224 6058,M
54829,Júlia Novaes,975.824.360-83,1938-02-23,Área de Nascimento,81 8501-5177,M
94428,Bruna Duarte,951.326.084-42,1949-07-20,Praia Silveira,(031) 9105 8454,F
50736,Allana Almeida,162.408.375-71,2003-09-30,"Largo Bruno Carvalho, 86",61 2579-3410,F
21359,Carolina Caldeira,258.307.194-79,2002-07-01,"Fazenda de Brito, 7",0800-312-1916,F
29086,Alice Gomes,349.682.157-46,1986-11-08,"Condomínio de Aragão, 8",(051) 8652 8711,F
66310,Sr. Ravy Dias,842.196.053-98,1912-05-07,"Trevo de Cirino, 73",+55 (051) 2315 3892,F
5489,Stella Gomes,261.547.938-55,1927-03-25,"Recanto Lívia Silva, 50",84 8329-1539,M
5712,Sr. Henry Moraes,416.590.732-43,1935-10-05,"Vila Araújo, 1",+55 61 9577-3820,M
23060,Ryan Cassiano,250.169.487-20,2003-12-28,Alameda da Mota,61 7414 3009,M
36276,Emanuella Gomes,387.514.296-91,1994-05-12,"Núcleo de Ferreira, 52",+55 (081) 2301 0303,F
22328,Nina Alves,704.539.261-34,2002-12-27,"Residencial Beatriz Siqueira, 58",+55 51 7521 5531,F
95993,Dra. Joana Garcia,694.238.075-00,1978-09-16,"Esplanada Anna Liz Correia, 3",21 1253 3286,M
48550,Isaque Ribeiro,641.795.302-52,2023-10-16,"Rua de Gonçalves, 68",71 3916-4506,M
12262,Sra. Laura Sales,215.674.093-34,1963-06-11,"Pátio João Rocha, 1",(084) 4218 6351,F
47261,Ravi Lucca Sampaio,237.586.149-37,2019-01-11,"Praça de Silveira, 12",+55 (041) 4124 4046,M
25860,Emanuelly Sá,126.359.804-89,1978-06-25,"Recanto Raul da Cunha, 216",51 3251 6776,M
77995,Luna Correia,753.912.406-70,1995-06-03,"Passarela Luiz Miguel Nogueira, 16",+55 11 1715-4430,F
73852,Evelyn das Neves,918.032.574-23,1991-04-29,"Aeroporto de Cirino, 1",+55 (041) 9967 2056,M
18327,Fernanda Azevedo,647.852.390-00,2020-09-15,"Jardim Pereira, 502",(061) 1812-7762,F
5321,Enrico Duarte,401.285.697-94,1979-09-04,Pátio Bryan Vargas,(041) 9333 7468,M
52040,Liam Porto,395.067.214-16,2022-07-04,"Área de Rodrigues, 86",(041) 4940-8300,M
5372,Bento Porto,852.407.916-94,1979-02-07,"Morro José Pedro Rezende, 18",+55 (041) 8521 2473,M
23845,Dra. Maya da Luz,532.460.718-53,2007-12-02,"Alameda Isaque Vieira, 36",0500 962 3953,F
95419,José da Mota,274.603.951-61,1994-12-16,"Alameda Evelyn Moreira, 632",0500-973-9605,F
40925,Bruno Guerra,845.269.073-83,1921-01-17,"Parque Cardoso, 21",+55 (081) 1576 0487,F
96981,Laís da Luz,182.506.793-77,1950-04-17,"Largo Viana, 39",(021) 2013-7355,M
38081,Olívia Cassiano,472.315.689-55,1976-07-04,"Estação Lopes, 2",+55 (071) 9384-5261,M
26766,Valentim Caldeira,019.876.354-93,1939-08-04,"Morro de Castro, 29",+55 (021) 3261-8703,F
51780,Matheus da Rocha,764.290.813-03,1938-11-22,"Condomínio Camila Silveira, 92",0500-637-2092,F
49197,Sophie Ramos,170.628.345-80,1992-07-02,"Viela de Rodrigues, 646",41 6537-4170,M
51555,Henry Caldeira,542.987.103-60,2015-10-31,"Fazenda Allana Oliveira, 8",(051) 7553 8521,F
38775,Nina da Costa,045.839.721-05,1988-02-12,"Colônia Maria Sá, 99",21 0891-9074,F
76554,Esther Barros,635.124.780-26,1915-06-05,"Vereda de Guerra, 40",(031) 2075 9745,M
9895,Maria Liz Aparecida,038.746.529-47,1965-12-30,"Rodovia de Pimenta, 3",(061) 7954-7603,M
44257,Pedro Vasconcelos,520.167.483-62,1956-06-21,"Avenida Emanuel Peixoto, 2",+55 61 4647-7469,M
76373,Olivia Ribeiro,268.403.519-98,2010-08-30,"Vale de Barros, 395",+55 (071) 7471-0898,M
9605,Enzo Gabriel Martins,523.679.814-00,1919-09-22,"Trevo de Cirino, 6",51 9926 4935,M
13607,Sr. Igor Pastor,645.192.870-49,1940-10-27,"Loteamento Câmara, 3",71 4940-7630,F
51835,Maria Fernanda Peixoto,984.516.702-02,1983-08-03,"Trevo Pacheco, 86",0500-133-8781,M
15958,Caio Ribeiro,169.528.734-73,1918-05-26,"Parque Fogaça, 1",+55 (021) 9100-5204,M
85645,Benjamin Azevedo,984.732.165-55,2004-07-24,"Lagoa Antônio Oliveira, 56",+55 84 3253-6513,F
13682,Pedro Lucas Almeida,928.410.365-70,1971-11-30,"Trecho Noah Pires, 263",(081) 6965 8326,F
82332,Bento Peixoto,925.741.306-34,1921-06-18,"Trecho da Costa, 54",(061) 6323-6148,M
39036,Paulo Leão,958.602.143-24,1919-02-16,"Sítio Maria Sophia Jesus, 7",+55 (021) 4726 3941,F
94292,Dr. Otávio da Cruz,234.178.096-22,1977-08-14,"Distrito Alana Aparecida, 93",+55 71 5502 7332,F
35899,Sr. Antônio Araújo,438.921.567-19,1973-08-07,"Esplanada Silva, 5",21 0543 1925,M
51507,Maria Luiza da Cruz,347.289.560-83,1963-04-30,"Campo de Alves, 57",+55 (011) 1863-2350,M
21815,José Miguel Campos,732.046.985-56,1947-12-20,Travessa Yan Cavalcanti,21 5199-0386,F
60026,Sr. Pedro Freitas,254.036.897-29,1988-07-08,"Rua de Borges, 414",+55 41 4982-1293,M
94366,Liz da Mata,789.253.614-00,2008-01-10,"Parque Vitória da Rosa, 94",51 3090 6249,F
10790,Lavínia Carvalho,986.507.214-94,1944-11-07,Conjunto Stephany Aparecida,(084) 6492 2628,M
78324,Sophie Sá,837.516.940-48,1941-12-30,"Viela Dias, 68",(051) 8403-3239,M
10894,Larissa Vargas,908.342.567-38,1980-06-07,"Recanto Caroline Nunes, 50",0900 579 8054,M
13908,Mariane da Costa,279.035.461-80,1969-09-13,"Largo Campos, 59",0900 233 8884,F
57505,Sr. Vinícius Sousa,319.472.058-97,1909-01-08,"Chácara de Brito, 72",61 1888 8782,F
64094,Sr. Eduardo Melo,730.826.495-56,1913-06-06,"Morro Isabelly Viana, 98",(051) 7180-0680,F
88264,Calebe Barros,360.275.819-21,1945-05-06,"Alameda Fogaça, 39",61 7425 9579,F
39060,Vitor Gabriel Sá,231.548.607-62,2010-04-23,Recanto Rios,+55 41 1182-2980,M
13233,Sr. Nathan da Paz,643.271.589-09,1910-05-02,"Pátio André Lopes, 46",+55 (081) 9270 7195,M
63154,Larissa Câmara,803.571.942-41,1983-06-26,"Praça Costela, 584",21 9252 9345,M
5746,Dante da Costa,498.756.231-64,1955-10-22,"Fazenda Emanuella Ramos, 52",(011) 1563-1515,F
84004,Eloah Alves,956.870.341-10,1983-01-20,"Largo Freitas, 46",(061) 2952-0814,F
29322,Yasmin Cavalcanti,657.290.481-49,1917-04-16,"Setor Luana Nascimento, 982",+55 (071) 8133-2416,M
61317,Lorena Ramos,234.618.059-98,1995-08-24,"Viaduto Bianca Sales, 7",+55 (081) 5469 0051,F
44854,Sra. Alícia Martins,901.475.862-67,1962-04-27,"Feira Pinto, 29",(051) 1503-8789,M
12942,Yago Mendonça,750.614.829-30,1915-03-07,"Jardim de Cassiano, 79",(031) 1359-4565,M
46675,José Miguel Guerra,061.527.483-80,1982-11-02,"Lagoa Ester Sá, 8",+55 (081) 8547 0804,M
59480,Marcos Vinicius Rocha,507.981.236-21,1956-10-28,"Aeroporto Novais, 40",61 3041 2281,M
35087,Camila Melo,089.231.465-60,1967-05-14,"Via Renan da Rocha, 562",+55 61 0486 1486,F
51115,Lunna Silva,069.215.734-43,1925-05-01,"Viela Theo Camargo, 62",(084) 7336 2419,M
61828,Vicente da Rocha,018.324.759-05,2007-09-19,"Rodovia Alexia Cassiano, 8",+55 61 0466-3764,F
35738,Enrico Moreira,095.328.416-60,1985-07-31,"Alameda Fonseca, 58",11 8381 9996,F
14891,Cecília Peixoto,092.387.516-68,1975-06-17,"Vila Lara Sá, 9",31 8102-1616,F
8730,Anthony da Mota,209.463.587-29,1972-05-15,"Trevo Valentina Fogaça, 66",(081) 0056 8535,F
83494,Liz Gonçalves,108.235.967-02,1933-08-04,"Alameda Porto, 63",+55 81 3741-2642,M
83269,Eduardo da Cunha,738.069.245-38,2006-10-26,"Favela de Siqueira, 714",81 5913-6425,F
90451,Benício da Cunha,712.956.803-86,1972-09-21,"Núcleo das Neves, 29",0800 928 6610,M
48567,Rafaela Ribeiro,019.238.745-60,2019-03-19,"Avenida Sá, 89",(061) 1520 2874,F
23953,Dr. Luiz Felipe Novaes,319.840.256-51,1954-10-25,"Ladeira de Brito, 91",+55 (084) 3839 6648,M
6432,Brenda Nunes,069.278.541-85,1911-10-03,"Jardim de Vieira, 1",(051) 5558-9908,F
87440,Kevin Nascimento,583.640.291-42,1951-12-02,"Morro Melina Caldeira, 19",+55 11 7569-6640,M
27503,Stephany Oliveira,248.076.351-07,1981-09-06,"Chácara Zoe Rodrigues, 76",+55 (061) 2452-7812,F
43769,Alana Guerra,938.154.720-32,1956-12-25,"Parque de Guerra, 3",+55 84 6274 3392,M
51057,Júlia Porto,681.579.032-03,1923-10-17,"Chácara de Dias, 66",0300 301 3224,M
86129,Clara da Costa,982.013.754-32,1928-07-16,Favela Ana Sophia Lima,+55 61 6175 6161,M
64084,Sr. João Guilherme Lima,054.621.973-06,1914-07-23,"Trecho João Guilherme Guerra, 56",+55 51 0412 1215,F
9987,Srta. Mariah Cavalcanti,791.523.086-77,1956-12-31,"Condomínio Amanda Aragão, 67",11 3152 3216,M
