idlocacao,inquilino,valor_contrato,vigencia,localizacao,corretor,imovel
33905,Lunna Macedo,8565,2024-02-15,"Núcleo Azevedo, 66
São Cristóvão
54665-586 Sales / BA",Enzo Gabriel Nogueira,7093
75621,Maria Laura Cassiano,4612,2023-02-09,"Praia Aylla Vargas, 74
Granja Werneck
25353-532 Carvalho / PE",Sara Campos,74821
9200,Hadassa Pimenta,6953,2022-02-23,"Rodovia de Silveira, 95
Conjunto Bonsucesso
25746-811 Albuquerque / PB",Sr. Diego Ferreira,53979
75286,Eduarda Sampaio,17807,2024-10-14,"Condomínio Barbosa, 884
São Paulo
29695-509 Novaes / RS",Sra. Maria Helena Moraes,42175
13908,Lavínia Gomes,17011,2023-07-15,"Ladeira Pacheco, 502
Anchieta
49611-318 Araújo da Prata / AM",Benjamim Peixoto,13100
1898,Felipe Cavalcanti,13157,2024-03-23,"Rua de Nogueira
Bairro Das Indústrias Ii
75806446 Alves da Serra / GO",Lorena Casa Grande,51907
44627,Alice Pereira,1024,2022-12-22,"Vila de Novais, 44
Vila São Gabriel Jacui
47482-385 Brito / PE",Fernanda Fernandes,16461
46270,Anna Liz Castro,19825,2023-01-17,"Estação Almeida, 26
Virgínia
83107757 Fonseca da Praia / CE",Matteo Fonseca,49991
57567,Francisco Araújo,13576,2022-04-14,"Praça Clarice Ferreira, 3
Vila Coqueiral
66845807 Rios / MG",Sr. Marcos Vinicius da Cruz,45949
26835,Miguel Vieira,10868,2024-06-14,"Loteamento Gonçalves, 46
Planalto
20074393 Montenegro / PE",Lucca Viana,52572
35765,Srta. Stella Rodrigues,18886,2023-10-26,"Fazenda de Pereira, 15
São Benedito
12249-245 Moreira / MG",Carlos Eduardo Souza,62190
5677,Maitê Cavalcanti,17720,2022-10-09,"Parque de Nunes, 745
Vila Maloca
70097618 Almeida / PE",Ísis Cardoso,84949
75897,Yuri Oliveira,16244,2022-05-17,"Parque Gustavo Henrique Aragão, 51
Carlos Prates
39633-104 Moura de Minas / AM",Diogo Moraes,27681
76424,Manuela Brito,2522,2022-03-13,"Vereda de Sampaio, 8
Esplanada
55453-727 Monteiro / PR",Sr. Asafe Azevedo,56859
31343,Pietro da Costa,12025,2023-10-12,"Chácara de Mendes, 4
Rio Branco
37483508 Borges Grande / TO",Erick Sousa,44276
87749,Miguel Cavalcanti,13967,2024-02-16,"Lago Dias, 86
Embaúbas
27955402 Castro das Pedras / SP",Rafaela Rezende,44789
20351,Cauã Fogaça,6130,2022-01-30,"Viaduto Amanda Moura, 798
Vila Bandeirantes
95072-491 Cassiano de Minas / MS",Ravi Lucca Mendonça,48373
40471,Benjamim Pereira,7404,2022-03-12,"Estrada Maysa Farias, 30
Custodinha
33454125 Pereira do Amparo / PR",Alícia da Cunha,83598
43911,Heloísa Souza,8870,2023-09-08,"Recanto Silva
Xodo-Marize
44244-306 Câmara / GO",Arthur Miguel Ferreira,53367
45434,Pedro Nogueira,2618,2023-08-23,"Condomínio de Aparecida, 498
Pindorama
37085089 Pacheco / TO",Giovanna Santos,57571
51525,Bella Barbosa,1313,2024-07-29,"Morro de Nascimento, 96
Vila Sesc
05010-518 Araújo da Prata / MA",Dr. Isaque Vasconcelos,21102
85768,Ana Azevedo,5470,2023-05-19,"Estação Cauã Cavalcante, 57
Ermelinda
09647-629 Peixoto / RR",Jade Porto,54842
34955,Cecília Nogueira,8052,2021-12-12,"Setor Moraes, 26
Rio Branco
32346-684 Martins de Farias / PR",Henry Ramos,11478
76665,Emanuella Mendes,8556,2023-07-04,"Favela Pedro Miguel Nunes, 68
Gutierrez
60878-994 das Neves / RJ",Gabriel Pimenta,62821
51368,Enzo Gabriel Guerra,17175,2023-09-15,"Viela de Azevedo, 347
Marajó
53285-429 da Paz de Viana / RJ",Luana Cunha,21032
50033,Anthony Sales,6502,2022-07-13,"Condomínio de Silva, 1
Casa Branca
66760-525 Sá de Sá / GO",André Farias,47086
59876,Ágatha Rocha,8324,2022-06-24,"Lagoa de Fernandes, 48
Santa Rosa
25204413 Duarte / RN",Davi Lucca Moreira,3158
88418,Maria Helena Nogueira,4443,2022-01-27,"Estrada de Jesus, 21
Vila Jardim Montanhes
98205069 Rodrigues do Campo / AM",Raul Barros,78766
28327,Diogo Guerra,2586,2023-10-01,"Estrada Ayla Costela
Minas Brasil
68292-282 Duarte / MS",José Pedro Albuquerque,32175
89735,Ayla Dias,5222,2023-02-28,"Avenida Pires, 206
Nova Floresta
28589-703 Garcia / RN",Rebeca Pinto,42033
20832,Pietra da Cunha,19639,2022-04-24,"Lagoa de Andrade, 81
Cachoeirinha
99169175 Rios da Serra / MS",Benjamin da Cunha,90764
1378,Sra. Emanuella Cardoso,3299,2023-10-16,"Chácara de Fonseca, 332
Vila Jardim Montanhes
76709572 da Rocha / GO",Milena Sousa,21851
77900,Lívia Freitas,9935,2022-09-24,"Sítio de Silva, 84
Canadá
18906492 Lopes do Amparo / MS",Dr. Renan Pimenta,42550
40914,Nicole Pereira,17865,2023-08-01,"Via Sousa, 5
Jardim América
60802818 Novais dos Dourados / PI",Anna Liz Abreu,3053
23857,Gabriela Mendes,18564,2022-02-23,"Núcleo Santos, 31
Cidade Jardim
20188-414 da Paz / PR",Sra. Manuella da Conceição,9057
95543,Mariane Castro,14176,2022-11-15,"Fazenda Martins, 797
Juliana
40094-301 Viana de Goiás / GO",José Miguel Sales,2518
91614,Isaque Albuquerque,14739,2023-09-19,"Favela de Moura, 985
Maravilha
07354-689 Aparecida de Garcia / RS",Ana Julia Gomes,14932
64202,Dr. Pedro Henrique Correia,1244,2024-01-08,"Estrada de Nogueira, 33
Pongelupe
56204717 Cavalcante / PE",Lucas Gabriel Pires,15198
11207,Gustavo Henrique Cunha,5427,2023-02-01,"Avenida de Rocha, 88
Bacurau
25730051 Nascimento Alegre / PI",Isabelly Fogaça,28514
14521,Dr. Arthur Gabriel Sousa,6573,2024-06-05,"Estação Luísa da Cruz, 12
Dom Bosco
81869-949 Araújo / PR",Ana Pastor,998
90939,Pedro Miguel Cirino,3416,2024-01-06,"Recanto Dias, 43
São Bernardo
04071377 Vieira / MS",Breno Oliveira,21791
8968,Mathias da Conceição,10847,2023-02-16,"Travessa Daniela Pereira, 15
Vila Oeste
44601-526 Costela de Carvalho / MT",Danilo Borges,87087
16659,Leandro Gonçalves,5176,2023-12-04,"Residencial Noah Sá
Betânia
51880574 Moraes de Pinto / MT",Enzo Gabriel Almeida,78277
84811,Juan Oliveira,16404,2023-06-30,"Setor da Cunha, 20
Solar Do Barreiro
82082983 Monteiro / MS",Maria Vitória Fonseca,83985
83677,Julia da Conceição,5551,2022-06-27,"Chácara Luigi Azevedo, 41
Nossa Senhora De Fátima
56074593 Rodrigues / AM",Isaac Moura,38465
83738,Dr. Dante Caldeira,8086,2024-04-20,"Pátio Lívia Vasconcelos, 86
Luxemburgo
86596-187 Cavalcante dos Dourados / AC",Srta. Beatriz da Paz,61988
34031,Breno Correia,13396,2024-11-14,"Recanto de Almeida, 36
Miramar
84620-898 Cassiano / BA",Sra. Allana Pereira,5080
95533,Emanuel Guerra,10271,2023-10-15,"Viaduto Maria Vitória Casa Grande, 54
Santa Branca
63884-329 da Conceição de Mendonça / TO",Henrique Vargas,87715
16829,Clara da Luz,13218,2023-01-21,"Área de Leão, 42
São José
92862812 da Conceição da Prata / MA",Arthur Miguel Mendonça,56158
11661,Larissa Carvalho,19035,2022-03-27,"Parque Cunha
Minas Caixa
46697394 Lima / AP",Eduarda Guerra,98692
31738,Ana Lívia Fernandes,12291,2023-07-23,"Esplanada Ana Clara Mendes, 2
São Damião
65123951 Farias / PI",Dra. Maria Luiza Borges,63632
43684,José Miguel da Cunha,5603,2022-07-23,"Distrito Maria Flor Viana, 2
João Pinheiro
59837-745 Viana Verde / MT",Ravy Oliveira,60337
15604,Dr. Leandro Pastor,11313,2023-08-04,"Ladeira Rael Costa, 6
Pousada Santo Antonio
38143-022 da Conceição / SE",Augusto Carvalho,73869
20776,Hadassa Brito,19398,2023-02-08,"Praia de Aragão, 276
Coração Eucarístico
65532619 Moura do Sul / PB",Mariana Abreu,271
78427,Breno Brito,15900,2024-10-28,"Trevo de Peixoto, 86
Belmonte
61085866 da Cunha / MT",João Guilherme Macedo,34674
20825,Laís Cavalcante,19567,2024-08-16,"Chácara Silva, 152
Santana Do Cafezal
94342-676 Fonseca Alegre / GO",João Lucas Oliveira,96332
91193,Dr. Igor da Cunha,1969,2022-07-06,"Viela Maria Luiza Rezende, 59
Vila Ecológica
93494-894 da Luz / PB",Luiz Otávio Casa Grande,9504
75613,Antony Porto,3384,2024-04-30,"Alameda Leonardo Borges, 3
Barroca
78482-195 Azevedo / PA",Sara Borges,17967
73942,Théo Barbosa,19873,2022-10-23,"Rua Duarte, 63
Nova Esperança
01107-995 Rios de Goiás / RS",Esther da Mata,72707
49910,Ayla Macedo,8463,2024-10-17,"Chácara Vitor Hugo Siqueira, 13
Monsenhor Messias
15083549 Andrade de Pinto / PB",Dra. Camila Dias,41799
636,Hellena Freitas,4848,2022-10-04,"Passarela Maysa Siqueira
Mirante
35452-089 Leão Paulista / TO",Benjamin Machado,9428
21836,Sra. Rafaela Mendes,12225,2024-09-08,"Alameda Paulo Macedo, 5
Jardinópolis
34398263 Moura dos Dourados / PR",Maria Cecília da Rocha,83675
4822,Aurora Azevedo,3005,2023-04-07,"Área Nicolas Cavalcante, 48
Pilar
38780723 Cunha da Prata / CE",Juan Araújo,33823
98495,Laura Borges,8130,2024-07-10,"Viela Théo da Conceição, 5
Jatobá
24219-674 Guerra de Dias / AM",Sr. Gustavo Silveira,82369
92635,Sra. Carolina Lopes,11880,2023-12-25,"Viaduto Davi Luiz Vasconcelos, 86
Vila Suzana Segunda Seção
26854-344 Porto / PA",Gustavo Casa Grande,95376
72236,Ana Laura Castro,3056,2022-03-11,"Pátio de Rezende, 31
Silveira
51198837 Gomes do Galho / CE",Yasmin Barbosa,64501
75836,Guilherme Pires,13725,2023-01-15,"Ladeira Hadassa Silva, 72
Goiania
23787-516 Vieira da Mata / ES",Lorena Siqueira,38662
58545,José Moreira,15096,2023-06-27,"Alameda Lucas Gabriel Caldeira, 981
Nazare
17928-929 da Luz do Oeste / CE",Luiz Henrique Sales,44303
87969,Maria Lopes,7374,2024-07-13,"Morro de Fernandes, 29
Vila Nova Gameleira 3ª Seção
85026-211 Carvalho das Pedras / ES",Samuel Andrade,83443
66166,Anthony Rodrigues,15482,2023-12-09,"Campo Fogaça, 8
São Benedito
17134070 Fernandes do Campo / PE",Luiz Gustavo Martins,12453
36614,Ravi Lucca Pastor,19297,2022-07-02,"Rua Albuquerque
Guarani
09221265 da Cruz / PI",Sofia Carvalho,15537
89360,José Pedro Sá,15259,2024-03-24,"Travessa Francisco Costela
Ipe
62912633 Sousa Verde / CE",Lavínia Barros,35918
78204,Thales Sampaio,3616,2023-03-01,"Residencial Pires, 12
Inconfidência
07940-695 Almeida Verde / AC",José Pedro Siqueira,38952
60347,Ágatha da Conceição,19590,2022-12-05,"Feira Yasmin Cirino, 50
Nova Gameleira
03948-470 da Costa Alegre / PI",Daniel Porto,86836
63635,Lucas Gabriel Fernandes,7944,2023-11-03,"Vila Maria Eduarda Pastor, 85
Vila Minaslandia
60492-727 Guerra / PB",Esther da Rosa,74337
79897,Milena Cassiano,10574,2023-05-11,"Quadra Isabel Mendes, 1
Colégio Batista
93756780 Nascimento / PB",Sr. Gabriel Aparecida,77418
47440,Elisa Rocha,13423,2023-06-26,"Largo Oliveira
Vila Tirol
12745855 Siqueira das Flores / CE",Emilly Peixoto,43267
91740,Dra. Caroline Montenegro,15403,2022-05-02,"Alameda de Farias
São Luiz
64733007 Casa Grande das Flores / SP",Alexandre Siqueira,57902
25462,Nina Castro,16775,2023-04-17,"Vale Maria Luiza Vargas, 860
Conjunto Serra Verde
92374122 da Mota de Marques / PR",Laís Andrade,23605
91590,Sr. Enrico Siqueira,7349,2022-05-18,"Travessa Ana Julia Silva, 8
Vila Esplanada
05462784 Dias de Minas / PI",Noah Vieira,99178
2552,Dra. Ana Clara Casa Grande,11457,2024-04-29,"Rua Casa Grande, 229
Vila São Rafael
74874930 Almeida de Nogueira / RJ",Maria Sophia Siqueira,11553
39201,Calebe da Cruz,15177,2022-07-15,"Quadra Julia Jesus, 15
São Lucas
98510-356 Moraes dos Dourados / MS",Ana Cecília Moreira,97963
22359,Arthur Miguel Teixeira,3127,2023-01-30,"Rua de Melo, 796
Nossa Senhora Da Conceição
93216-907 da Mata de da Cunha / BA",Arthur Pereira,77701
99236,Dra. Eduarda Caldeira,1557,2024-07-09,"Estrada Macedo, 3
Vila Sesc
14650008 Teixeira / PA",Sr. João Miguel Pacheco,52896
76015,Igor Costela,13390,2022-12-20,"Via de Albuquerque
Aeroporto
94630-452 Souza / PR",Dra. Maria Isis Camargo,64001
21252,Jade Ramos,13669,2024-02-07,"Praça de Farias, 513
Novo Glória
69648-568 Marques de Fogaça / MS",Léo Castro,35322
41364,Enrico da Paz,10886,2023-12-24,"Praça Moreira, 389
Tupi A
23193-957 Garcia / AL",Sr. Raul Montenegro,7562
82341,Thiago Vasconcelos,5679,2024-05-07,"Rodovia Lavínia Rios, 698
Bandeirantes
66684540 Azevedo da Serra / PR",Ravy Ferreira,46201
25843,Cecília Araújo,15112,2023-05-01,"Esplanada Abreu, 2
Cruzeiro
39530-561 Pastor das Pedras / AL",Maitê Guerra,16494
53947,Heloisa Azevedo,14946,2022-04-12,"Largo de Sales, 61
Santa Rita De Cássia
09985224 Fogaça de da Costa / SC",Maria Eduarda Gonçalves,14361
94421,Larissa Fonseca,3602,2023-06-02,"Vereda Ramos, 80
Vila São Gabriel
97972-622 Cardoso da Serra / TO",Luna Albuquerque,84592
66572,Maria Sophia Costa,9407,2022-10-30,"Estrada da Mota, 97
Nova Suíça
88706689 Siqueira / AM",Luiza da Rosa,48446
2851,Sr. João Guilherme Moreira,5404,2022-11-11,"Chácara Daniela Ribeiro, 11
Estrela Do Oriente
05712827 Cirino das Pedras / TO",Sr. Gabriel Lopes,98401
70226,Luiz Felipe Ramos,15594,2024-02-15,"Setor de Andrade, 15
Engenho Nogueira
66717285 Jesus / PI",José Pedro Carvalho,8223
94058,Stella Novaes,17917,2023-07-09,"Alameda Clara Melo
Urca
75317130 Leão / SE",Dr. Apollo Almeida,21180
32653,Maria Júlia Ramos,11148,2021-11-27,"Trecho Ana Júlia Rocha, 11
Parque São José
02598-895 Sá da Prata / MS",Breno Vargas,93124
9694,Joana Aparecida,19777,2022-10-20,"Loteamento Brito, 83
Vila Nova Cachoeirinha 1ª Seção
89378500 Gomes do Norte / AC",Dra. Olívia Aragão,5345
48025,Pedro Nogueira,4935,2023-05-20,"Passarela Camargo, 14
Bela Vitoria
40808-092 Sousa / PE",Maria Liz Duarte,57932
49294,Thomas Duarte,19754,2022-02-16,"Jardim de Pacheco, 64
Gutierrez
32953889 Marques / AP",Manuella Azevedo,57944
88181,Maria Cecília das Neves,1361,2023-02-24,"Quadra de Camargo, 805
Vila De Sá
68315006 da Paz / AC",Beatriz Montenegro,62265
47998,João Cavalcante,8399,2024-03-12,"Viela Martins, 68
Vila Madre Gertrudes 2ª Seção
62783300 Pereira Alegre / ES",Ryan Sousa,63871
27228,Danilo Siqueira,19670,2022-09-27,"Rua de Azevedo, 9
Santa Cecilia
00627-066 Castro / PR",Manuella Ramos,94341
51351,Lucas Gabriel Albuquerque,6371,2024-01-02,"Loteamento Emanuelly Rios
Vila Inestan
47441889 Sousa / MG",Lucas Oliveira,97212
17892,Enzo Gabriel Ribeiro,12791,2024-03-12,"Rodovia Vieira, 149
Boa União 1ª Seção
31364-127 Vieira de Vasconcelos / AC",Amanda Rocha,1711
29314,Laís Castro,1087,2022-08-13,"Conjunto Marques, 491
Santa Rita De Cássia
94832749 Costa / ES",Joaquim Novais,28906
12876,Raquel Siqueira,15141,2023-06-20,"Viaduto Fernando Moreira, 718
Vila Petropolis
06969631 Casa Grande do Norte / SE",Mirella Costela,6650
76683,Pietra Castro,8342,2022-10-13,"Largo Amanda Marques, 3
Grotinha
30636-088 Viana Grande / AP",Henry Gabriel das Neves,3930
28770,Milena Alves,9563,2021-12-13,"Largo Liam da Mota
Jardim América
43748271 da Cruz da Serra / MG",Hadassa Borges,63136
34527,Maria Luiza Pimenta,1827,2022-06-28,"Distrito Novaes, 1
Paraíso
02217-751 Fogaça Verde / MS",Luara Novaes,95516
44284,Yago Borges,18322,2023-03-24,"Conjunto de Rocha, 6
Padre Eustáquio
25541431 Vasconcelos Paulista / PR",Oliver da Luz,86059
45285,Sra. Brenda da Mata,17679,2021-12-22,"Estação Mariana Sá, 15
Novo Ouro Preto
66029-274 das Neves / PB",Aylla da Conceição,18630
8311,Noah Jesus,6782,2024-02-20,"Chácara Catarina Albuquerque
Silveira
92927-307 Marques / MS",Heloisa Sá,26345
9262,Pedro Dias,12431,2022-09-09,"Avenida de Montenegro, 79
Jardim Atlântico
58262-707 Melo da Prata / AL",Maria Garcia,38835
5779,Maria Sophia Azevedo,15023,2022-01-01,"Loteamento Lunna Viana, 38
Vila Nova Gameleira 2ª Seção
02759463 Cunha Verde / RS",Vinicius Fonseca,94829
68972,Sr. Lucca Cavalcanti,19767,2023-01-28,"Sítio de Albuquerque
Serra
03894606 Mendonça / CE",Dra. Hadassa Ramos,89115
34890,Davi Lucas Rios,19043,2023-07-15,"Quadra de Pereira, 8
Vila Maria
40119-455 Dias / MA",Sophia Machado,15918
85231,João Lucas Castro,16539,2023-11-22,"Trevo Farias, 9
Providencia
99164-477 Lima Paulista / RN",Dom da Rocha,91157
63501,Joana da Cunha,9602,2022-04-23,"Viaduto Vicente Lima, 6
Santa Helena
41056-449 Aparecida das Pedras / PI",Otto Novais,97340
67952,Manuela Camargo,14662,2023-07-24,"Lagoa de Rocha, 12
Palmeiras
90336446 Vieira do Campo / MG",Dr. Luiz Miguel Gonçalves,90370
54953,José Miguel Cardoso,10719,2022-01-12,"Lagoa da Luz, 942
Vale Do Jatoba
47685766 Oliveira do Amparo / DF",Dom Borges,78646
72518,Sr. Thales Teixeira,9405,2023-11-16,"Núcleo Montenegro, 9
Vila Madre Gertrudes 4ª Seção
03865425 Moura da Praia / MG",Clara Moura,44931
37322,Maysa Costa,10401,2024-02-09,"Passarela de Rios, 67
Conjunto Califórnia Ii
57769-528 Cavalcante de Minas / GO",Pedro Henrique Campos,53470
46157,Dra. Sara Cardoso,15258,2024-11-18,"Avenida da Cruz, 1
Piraja
14942-688 Caldeira / RS",Cauã Albuquerque,45448
55173,Breno Albuquerque,8715,2022-02-17,"Viela Ribeiro, 773
Vila Madre Gertrudes 1ª Seção
17545-862 Gomes / PB",Julia da Paz,94314
25652,Maria Isis Jesus,6911,2022-07-18,"Via de Cassiano, 39
Planalto
56079625 Mendonça / DF",Josué Duarte,27152
76009,Benjamin Campos,7327,2023-07-03,"Vale de Monteiro, 19
Caiçaras
97089-223 Carvalho / PE",Oliver Vieira,45741
79254,Igor Melo,6977,2022-01-08,"Estação de Araújo, 60
Horto
32670-906 Machado do Campo / MT",Thiago Martins,52195
15980,Mateus Andrade,13302,2022-12-10,"Recanto Giovanna da Rosa, 971
Vila Calafate
58102207 Cassiano do Campo / MA",Alexandre Rios,32258
63305,Davi Lucas Vieira,3739,2022-11-21,"Via Peixoto, 6
Conjunto Novo Dom Bosco
60685868 Almeida / PI",Sra. Nicole Azevedo,56109
7228,Sr. Josué Cavalcante,19190,2022-10-29,"Feira de Alves, 48
Varzea Da Palma
78838-232 Oliveira / RS",Sabrina Pastor,73381
6349,Ian Machado,19911,2022-11-29,"Colônia Luna Gomes, 863
Biquinhas
79187320 Montenegro / RN",Vitor Gabriel da Mota,28191
13109,Luna Costa,1236,2024-01-15,"Núcleo Maria Helena da Conceição, 5
Cruzeiro
41214374 da Mata de Minas / PA",Evelyn Melo,23324
76027,Danilo Costela,17143,2024-08-21,"Feira Siqueira
Cidade Jardim
17255336 Machado do Galho / CE",Clarice Cunha,1728
25413,Matheus Sá,4749,2022-07-29,"Largo Mendes, 83
Alto Barroca
16796-464 Duarte das Flores / MG",Lorenzo Farias,92428
5408,Alana Vieira,10514,2023-07-19,"Vereda de Sales, 5
Conjunto Novo Dom Bosco
73326408 da Mota / PA",Apollo Cirino,32543
44414,Mirella Rodrigues,6284,2024-09-17,"Chácara de Mendes, 480
Vila Nova Dos Milionarios
36594-165 Mendes de Macedo / SC",Nicolas Novais,80633
82855,Clarice Pires,11805,2024-11-06,"Passarela Emanuelly Vargas
Serra
39901177 Fonseca de da Conceição / MS",Sr. Felipe Fonseca,89434
79363,Isabel da Rocha,19154,2024-03-31,"Residencial Augusto Rocha, 50
Sagrada Família
82026-528 da Rocha / RJ",Dra. Ísis Souza,83113
11373,Alana Andrade,3410,2022-05-15,"Setor Fonseca, 88
Castelo
68892-809 Leão dos Dourados / AC",Aurora Fonseca,56506
97212,Maria Luiza da Cruz,11613,2022-12-12,"Loteamento Novais, 89
Anchieta
53870-481 Guerra / MG",Aylla Aparecida,14870
86667,Stephany Aragão,4941,2022-03-09,"Praça da Rosa, 38
São Salvador
06620371 Marques do Norte / AP",Clarice Cavalcante,50280
50588,Léo Carvalho,1929,2023-05-07,"Passarela Bianca Lopes, 592
Bonsucesso
66314-851 Viana / PE",Kamilly Rodrigues,69380
19867,Dr. Otto Teixeira,7753,2022-02-20,"Condomínio Pinto, 3
Indaiá
70096969 Caldeira / RJ",Pedro Lucas Cavalcante,8719
63826,Hellena Silva,15556,2022-12-13,"Estação Oliveira, 95
Lajedo
71915-965 Moraes das Pedras / PR",Ana Sophia Nunes,8123
68569,Davi Lucas Monteiro,13225,2023-04-14,"Setor Beatriz Vargas, 2
Jardinópolis
11105750 Alves do Norte / RO",Calebe Moraes,95753
19672,Ísis Rezende,7551,2022-10-15,"Trevo de Fogaça, 9
Guaratã
82696-619 Brito / MA",Luiz Henrique Câmara,94798
19579,Erick Costela,19143,2023-01-17,"Largo de Machado, 19
Olhos D'água
76652645 Monteiro / RN",Srta. Hellena Abreu,34518
30435,Dra. Joana Moreira,16999,2023-11-08,"Viaduto Mendes
São Paulo
63630436 Martins / MT",Antônio Fernandes,4317
44446,Rael Mendonça,15206,2022-12-15,"Via Brito, 3
Jardim Leblon
82335572 Ferreira / RS",Sr. Davi Lucca Pinto,73035
37096,Sr. Gustavo Guerra,5841,2023-09-16,"Colônia Clarice Aparecida
Chácara Leonina
08924-618 Macedo Alegre / PA",Mariah Jesus,80683
83820,Srta. Ana Carolina Nunes,5649,2022-07-15,"Núcleo Silva, 2
Barroca
54554-754 Rodrigues / RO",Benjamin Santos,13883
2229,Enzo Rocha,19148,2023-12-22,"Vereda Maria Júlia Casa Grande, 48
Vila Nova Cachoeirinha 3ª Seção
48942-943 Cirino do Campo / MG",Enrico Aparecida,11818
88154,Srta. Cecilia Porto,6226,2023-11-10,"Núcleo da Mota, 900
Dom Cabral
99895724 Montenegro da Mata / CE",Pietro Rezende,44093
89107,Dr. Liam Araújo,17518,2022-06-30,"Lago Alexandre Pinto
Providencia
36278958 Guerra / AC",Maria Júlia Porto,97137
48796,José Pedro Mendonça,19100,2022-01-06,"Conjunto Dante Macedo, 36
Santo André
88012-963 da Cunha da Praia / SC",Benicio Carvalho,64087
85486,Davi Macedo,13732,2023-07-30,"Ladeira de Fonseca, 18
Vila Cemig
45854-766 Barros da Prata / GO",Luiz Fernando Pimenta,28208
